source,evidence_item,status,evidence_class,source_file,value,claim_boundary,raw_excerpt
integrated_v14_with_slice10d,10A local trade-down discovery,PASS,broad_source_discovery,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10a_direct_trade_down_source_discovery/outputs/slice10a_decision.csv,files_scanned=2304; candidate_targets=79,Discovery candidates were noisy and required strict review.,10A local trade-down discovery | PASS | broad_source_discovery | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10a_direct_trade_down_source_discovery/outputs/slice10a_decision.csv | files_scanned=2304; candidate_targets=79 | Discovery candidates were noisy and required strict review. | 10A local trade-down discovery | PASS | broad_source_discovery | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10a_direct_trade_down_source_discovery/outputs/slice10a_decision.csv | files_scanned=2304; candidate_targets=79 | Discovery candidates were noisy and required strict review.
integrated_v14_with_slice10d,10B strict target review,PASS,strict_false_positive_filter,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10b_strict_trade_down_target_review/outputs/slice10b_decision.csv,strict_selected=10; strict_rejected=69; direct_targets=1,Target review did not prove behavior; it only prepared source-window audit.,10B strict target review | PASS | strict_false_positive_filter | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10b_strict_trade_down_target_review/outputs/slice10b_decision.csv | strict_selected=10; strict_rejected=69; direct_targets=1 | Target review did not prove behavior; it only prepared source-window audit. | 10B strict target review | PASS | strict_false_positive_filter | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10b_strict_trade_down_target_review/outputs/slice10b_decision.csv | strict_selected=10; strict_rejected=69; direct_targets=1 | Target review did not prove behavior; it only prepared source-window audit.
integrated_v14_with_slice10d,10C source-window audit,PASS,source_window_audit,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_decision.csv,sources_audited=10; windows=29; locked_windows=0,Zero locked windows means direct trade-down behavior remains not proven.,10C source-window audit | PASS | source_window_audit | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_decision.csv | sources_audited=10; windows=29; locked_windows=0 | Zero locked windows means direct trade-down behavior remains not proven. | 10C source-window audit | PASS | source_window_audit | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_decision.csv | sources_audited=10; windows=29; locked_windows=0 | Zero locked windows means direct trade-down behavior remains not proven.
integrated_v14_with_slice10d,financial-education guide context,SUPPORTED_FOR_CONTEXT_ONLY,context_not_observed_behavior,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_context_only_trade_down_windows.csv,context_windows=2; context_sources=1,Educational examples are not observed household consumption behavior.,financial-education guide context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_observed_behavior | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_context_only_trade_down_windows.csv | context_windows=2; context_sources=1 | Educational examples are not observed household consumption behavior. | financial-education guide context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_observed_behavior | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_context_only_trade_down_windows.csv | context_windows=2; context_sources=1 | Educational examples are not observed household cons
integrated_v14_with_slice10d,generated/prior-output false positives,REJECTED,not_raw_source_evidence,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_rejected_trade_down_windows.csv,rejected_windows=27; rejected_sources=9,Generated outputs and prior slice artifacts cannot prove direct behavior.,generated/prior-output false positives | REJECTED | not_raw_source_evidence | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_rejected_trade_down_windows.csv | rejected_windows=27; rejected_sources=9 | Generated outputs and prior slice artifacts cannot prove direct behavior. | generated/prior-output false positives | REJECTED | not_raw_source_evidence | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_rejected_trade_down_windows.csv | rejected_windows=27; rejected_sources=9 | Generated outputs and prior slice artifacts cannot prove direct behavior.
integrated_v14_with_slice10d,direct current household trade-down evidence,NOT_PROVEN,missing_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_locked_direct_trade_down_windows.csv,locked_windows=0; locked_sources=0,No quantity/composition/brand/SKU/substitution source-window evidence locked.,direct current household trade-down evidence | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_locked_direct_trade_down_windows.csv | locked_windows=0; locked_sources=0 | No quantity/composition/brand/SKU/substitution source-window evidence locked. | direct current household trade-down evidence | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10c_trade_down_source_window_audit/outputs/slice10c_locked_direct_trade_down_windows.csv | locked_windows=0; locked_sources=0 | No quantity/composition/brand/SKU/substitution sourc
integrated_v14_with_slice10d,Direct current household trade-down evidence is locked,NOT_PROVEN,,,,Slice 10C locked_windows=0; locked_sources=0.,Direct current household trade-down evidence is locked | NOT_PROVEN | Slice 10C locked_windows=0; locked_sources=0. | Direct current household trade-down evidence is locked | NOT_PROVEN | Slice 10C locked_windows=0; locked_sources=0.
integrated_v14_with_slice10d,Households traded down,NOT_PROVEN,,,,No direct quantity/composition/brand/SKU/substitution evidence was locked.,Households traded down | NOT_PROVEN | No direct quantity/composition/brand/SKU/substitution evidence was locked. | Households traded down | NOT_PROVEN | No direct quantity/composition/brand/SKU/substitution evidence was locked.
integrated_v14_with_slice10d,Households did not trade down,NOT_PROVEN,,,,Failure to lock evidence is not proof that the behavior did not occur.,Households did not trade down | NOT_PROVEN | Failure to lock evidence is not proof that the behavior did not occur. | Households did not trade down | NOT_PROVEN | Failure to lock evidence is not proof that the behavior did not occur.
integrated_v14_with_slice10d,Financial-education examples prove trade-down,REJECTED_BOUNDARY,,,,Educational examples are not observed household consumption behavior.,Financial-education examples prove trade-down | REJECTED_BOUNDARY | Educational examples are not observed household consumption behavior. | Financial-education examples prove trade-down | REJECTED_BOUNDARY | Educational examples are not observed household consumption behavior.
integrated_v14_with_slice10d,Generated/prior slice outputs prove trade-down,REJECTED_BOUNDARY,,,,Generated outputs and prior artifacts are not raw behavior evidence.,Generated/prior slice outputs prove trade-down | REJECTED_BOUNDARY | Generated outputs and prior artifacts are not raw behavior evidence. | Generated/prior slice outputs prove trade-down | REJECTED_BOUNDARY | Generated outputs and prior artifacts are not raw behavior evidence.
integrated_v14_with_slice10d,Current household/food context proves trade-down,REJECTED_BOUNDARY,,,,Context without direct quantity/composition/brand/SKU/substitution evidence cannot prove trade-down.,Current household/food context proves trade-down | REJECTED_BOUNDARY | Context without direct quantity/composition/brand/SKU/substitution evidence cannot prove trade-down. | Current household/food context proves trade-down | REJECTED_BOUNDARY | Context without direct quantity/composition/brand/SKU/substitution evidence cannot prove trade-down.
integrated_v14_with_slice10d,Price/IPC/fiscal/credit/generic macro evidence proves trade-down,REJECTED_BOUNDARY,,,,These proxies do not directly measure household substitution behavior.,Price/IPC/fiscal/credit/generic macro evidence proves trade-down | REJECTED_BOUNDARY | These proxies do not directly measure household substitution behavior. | Price/IPC/fiscal/credit/generic macro evidence proves trade-down | REJECTED_BOUNDARY | These proxies do not directly measure household substitution behavior.
integrated_v14_with_slice10d,Current informal-worker offset is proven,NOT_PROVEN,,,,Slice 10D does not test income offset and no income bridge is locked.,Current informal-worker offset is proven | NOT_PROVEN | Slice 10D does not test income offset and no income bridge is locked. | Current informal-worker offset is proven | NOT_PROVEN | Slice 10D does not test income offset and no income bridge is locked.
integrated_v14_with_slice10d,Household-wide income offset is proven,NOT_PROVEN,,,,Slice 10D does not test income offset and no household income bridge is locked.,Household-wide income offset is proven | NOT_PROVEN | Slice 10D does not test income offset and no household income bridge is locked. | Household-wide income offset is proven | NOT_PROVEN | Slice 10D does not test income offset and no household income bridge is locked.
integrated_v14_with_slice10d,Formal TSS wage-food offset generalizes to all households,REJECTED_BOUNDARY,,,,Trade-down branch does not supply the missing household/informal income bridge.,Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | Trade-down branch does not supply the missing household/informal income bridge. | Formal TSS wage-food offset generalizes to all households | REJECTED_BOUNDARY | Trade-down branch does not supply the missing household/informal income bridge.
integrated_v14_with_slice10d,Comfort,REJECTED_BOUNDARY,,,,No direct trade-down evidence and no household/informal income bridge prove comfort.,Comfort | REJECTED_BOUNDARY | No direct trade-down evidence and no household/informal income bridge prove comfort. | Comfort | REJECTED_BOUNDARY | No direct trade-down evidence and no household/informal income bridge prove comfort.
integrated_v14_with_slice10d,Collapse,REJECTED_BOUNDARY,,,,"Evidence remains selective squeeze, not collapse.","Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse. | Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse."
integrated_v14_with_slice10d,formal TSS wage-food offset,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_worker_income_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v13_with_slice9e_decision.csv,carried_from_slice6a,Does not generalize to informal workers or all households.,formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v13_with_slice9e_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | Formal-channel result only.
integrated_v14_with_slice10d,income bridge across tested branches,BLOCKED,missing_household_informal_income_bridge,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v13_with_slice9e_decision.csv,local/external/dynamic_API branches failed to lock current household or informal income metric,No household-wide or informal-worker offset calculation allowed.,"income bridge across tested branches | BLOCKED | missing_household_informal_income_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v13_with_slice9e_decision.csv | local/external/dynamic_API branches failed to lock current household or informal income metric | No household-wide or informal-worker offset calculation allowed. | Income bridge remains not proven after local, external, and dynamic/API testing."
integrated_v14_with_slice10d,direct trade-down branch,NO_DIRECT_TRADE_DOWN_EVIDENCE_LOCKED,missing_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10d_direct_trade_down_branch_synthesis/outputs/slice10d_decision.csv,locked_windows=0; context_windows=2; rejected_windows=27,Cannot claim households traded down or did not trade down.,direct trade-down branch | NO_DIRECT_TRADE_DOWN_EVIDENCE_LOCKED | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10d_direct_trade_down_branch_synthesis/outputs/slice10d_decision.csv | locked_windows=0; context_windows=2; rejected_windows=27 | Cannot claim households traded down or did not trade down. | Slice 10D closed local raw-source trade-down branch with zero locked windows.
integrated_v14_with_slice10d,households traded down,NOT_PROVEN,behavior_claim_not_locked,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10d_direct_trade_down_branch_synthesis/outputs/slice10d_decision.csv,NOT_PROVEN,No direct quantity/composition/brand/SKU/substitution evidence locked.,households traded down | NOT_PROVEN | behavior_claim_not_locked | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10d_direct_trade_down_branch_synthesis/outputs/slice10d_decision.csv | NOT_PROVEN | No direct quantity/composition/brand/SKU/substitution evidence locked. | Trade-down remains open.
integrated_v14_with_slice10d,households did not trade down,NOT_PROVEN,negative_behavior_claim_not_locked,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice10d_direct_trade_down_branch_synthesis/outputs/slice10d_decision.csv,NOT_PROVEN,Absence of locked evidence is not proof of absence.,households did not trade down | NOT_PROVEN | negative_behavior_claim_not_locked | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice10d_direct_trade_down_branch_synthesis/outputs/slice10d_decision.csv | NOT_PROVEN | Absence of locked evidence is not proof of absence. | Do not invert failed evidence into a negative behavior claim.
slice12b_strict_external_missing_data_review,targeted external acquisition reviewed,PASS,,,sources_reviewed=10; fetch_failed=1,Strict review only; no missing-data claim upgraded without lockable evidence.,targeted external acquisition reviewed | PASS | sources_reviewed=10; fetch_failed=1 | Strict review only; no missing-data claim upgraded without lockable evidence.
slice12b_strict_external_missing_data_review,current trade-down behavior lead,NOT_LOCKED,,,current_behavior_review_leads=0,A weak current lead would still require method/sample audit before any claim.,current trade-down behavior lead | NOT_LOCKED | current_behavior_review_leads=0 | A weak current lead would still require method/sample audit before any claim.
slice12b_strict_external_missing_data_review,near-current FMCG behavior context,SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY,,,near_current_behavior_context=1,2025 context cannot prove 2026 trade-down.,near-current FMCG behavior context | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | near_current_behavior_context=1 | 2025 context cannot prove 2026 trade-down.
slice12b_strict_external_missing_data_review,official 2025 informal income pattern,SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY,,,official_2025_income_context=3,2025 income pattern cannot calculate 2026 offset.,official 2025 informal income pattern | SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY | official_2025_income_context=3 | 2025 income pattern cannot calculate 2026 offset.
slice12b_strict_external_missing_data_review,current official labor context without income metric,SUPPORTED_FOR_CURRENT_LABOR_CONTEXT_ONLY,,,current_labor_context=1,Labor context does not equal current income/remuneration metric.,current official labor context without income metric | SUPPORTED_FOR_CURRENT_LABOR_CONTEXT_ONLY | current_labor_context=1 | Labor context does not equal current income/remuneration metric.
slice12b_claim_boundary,Current direct trade-down evidence is locked,NOT_PROVEN,,,,current_behavior_review_leads=0; no method-audited direct behavior evidence locked.,Current direct trade-down evidence is locked | NOT_PROVEN | current_behavior_review_leads=0; no method-audited direct behavior evidence locked.
slice12b_claim_boundary,Near-current 2025 FMCG behavior context supports selective squeeze,SUPPORTED_FOR_CONTEXT_ONLY,,,,"Useful contextual behavior signal, but not 2026 proof.","Near-current 2025 FMCG behavior context supports selective squeeze | SUPPORTED_FOR_CONTEXT_ONLY | Useful contextual behavior signal, but not 2026 proof."
slice12b_claim_boundary,Kantar/Worldpanel 2025 context proves 2026 trade-down,REJECTED_BOUNDARY,,,,2025 FMCG behavior context cannot prove 2026 behavior by itself.,Kantar/Worldpanel 2025 context proves 2026 trade-down | REJECTED_BOUNDARY | 2025 FMCG behavior context cannot prove 2026 behavior by itself.
slice12b_claim_boundary,Current informal-worker income bridge is locked,NOT_PROVEN,,,,"Official 2025 income pattern exists, but no 2026 informal income metric is locked.","Current informal-worker income bridge is locked | NOT_PROVEN | Official 2025 income pattern exists, but no 2026 informal income metric is locked."
slice12b_claim_boundary,Current household-wide income bridge is locked,NOT_PROVEN,,,,No current household-wide income metric acquired.,Current household-wide income bridge is locked | NOT_PROVEN | No current household-wide income metric acquired.
slice12b_claim_boundary,Current labor context proves current income offset,REJECTED_BOUNDARY,,,,Labor context without an income/remuneration metric cannot calculate offset.,Current labor context proves current income offset | REJECTED_BOUNDARY | Labor context without an income/remuneration metric cannot calculate offset.
slice12b_claim_boundary,Price-only sources prove trade-down,REJECTED_BOUNDARY,,,,Price comparisons do not measure quantity/composition/brand/SKU/substitution behavior.,Price-only sources prove trade-down | REJECTED_BOUNDARY | Price comparisons do not measure quantity/composition/brand/SKU/substitution behavior.
slice12b_claim_boundary,Publishable report can upgrade trade-down to proven,NO,,,,Trade-down remains not proven; only near-current context can be added carefully.,Publishable report can upgrade trade-down to proven | NO | Trade-down remains not proven; only near-current context can be added carefully.
integrated_v15,near-current 2025 FMCG behavior context,SUPPORTED_FOR_CONTEXT_ONLY,near_current_behavior_context_not_2026_proof,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12b_strict_external_missing_data_review/outputs/slice12b_decision.csv,near_current_behavior_context_leads=1,Cannot prove 2026 trade-down.,Useful context for selective squeeze narrative only.
integrated_v15,official 2025 informal-income pattern,SUPPORTED_FOR_NEAR_CURRENT_CONTEXT_ONLY,income_pattern_context_not_offset_ready,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12b_strict_external_missing_data_review/outputs/slice12b_decision.csv,official_2025_income_context_leads=3,Cannot calculate 2026 offset.,"Shows kind of income metric needed, but stale."
integrated_v15,current 2026 labor context without income metric,SUPPORTED_FOR_CURRENT_LABOR_CONTEXT_ONLY,labor_context_not_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12b_strict_external_missing_data_review/outputs/slice12b_decision.csv,current_labor_context_without_income_metric=1,Labor context does not equal current income/remuneration metric.,No current income bridge locked.
integrated_v15,current direct trade-down evidence,NOT_PROVEN,missing_current_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice12b_strict_external_missing_data_review/outputs/slice12b_decision.csv,current_behavior_review_leads=0,No method-audited current direct behavior evidence locked.,Trade-down remains not proven.
